name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Bishkek,2023-01-01T00:00:00,-3.1,-7.1,-3.8,95.05,0.973,100,snow,0.1,1.1,21.2,10.4,305,1040.4,100,3.9,0,,0,10,"Snow, Overcast",snow,"38353099999,UCFM,36911099999,38353199999,38229099999"
Bishkek,2023-01-01T01:00:00,-3,-6,-4,92.81,0,0,snow,0,1.2,17.3,7.2,225,1035,100,5.5,0,,0,10,Overcast,cloudy,"UCFM,38353199999"
Bishkek,2023-01-01T02:00:00,-3,-6,-4,92.81,0,0,snow,0.1,1.3,11.9,7.2,195,1035,100,7,0,,0,10,Overcast,snow,"UCFM,38353199999"
Bishkek,2023-01-01T03:00:00,-3.6,-3.6,-4.4,93.89,0,0,snow,0.1,1.4,5,0,230,1039.9,99.9,7.6,0,,0,10,Overcast,snow,"38353099999,UCFM,36911099999,38353199999,38229099999"
Bishkek,2023-01-01T04:00:00,-3,-3,-4,92.81,0,0,,0,1.4,3.2,1.8,30,1035,100,8.5,0,,0,10,Overcast,cloudy,"UCFM,38353199999"
Bishkek,2023-01-01T05:00:00,-4,-6.3,-4.5,96.35,0,0,,0,1.4,0.7,5.4,40,1034,100,5.5,0,,0,10,Overcast,cloudy,"UCFM,38353199999"
Bishkek,2023-01-01T06:00:00,-3.1,-3.1,-4.6,89.39,0,0,,0,3.7,4.3,3.8,84,1039.1,100,4.8,0,,0,10,Overcast,cloudy,"38353099999,UCFM,36911099999,38353199999,38229099999"
Bishkek,2023-01-01T07:00:00,-4,-7.1,-5,92.75,0,0,,0,3.7,6.5,7.2,30,1034,100,5,0,,0,10,Overcast,cloudy,"UCFM,38353199999"
Bishkek,2023-01-01T08:00:00,-5,-5,-6,92.69,0,0,,0,3.7,6.1,3.6,140,1034,89,5,0,,0,10,Partially cloudy,partly-cloudy-night,"UCFM,38353199999"
Bishkek,2023-01-01T09:00:00,-5.9,-9.1,-6,99.34,0,0,,0,5,12.2,6.7,170,1034.7,53.6,8.3,4,0,0,10,Partially cloudy,partly-cloudy-day,"UCFM,36911099999,38353199999"
Bishkek,2023-01-01T10:00:00,-5,-5,-5,100,0,0,,0,3.7,15.8,3.6,93.1,1034,50,3,73,0.3,1,10,Partially cloudy,partly-cloudy-day,"UCFM,38353199999"
Bishkek,2023-01-01T11:00:00,-4,-8.3,-5,92.75,0,0,,0,3.7,16.9,10.8,80,1033,50,1,197,0.7,2,10,Partially cloudy,partly-cloudy-day,"UCFM,38353199999"
Bishkek,2023-01-01T12:00:00,-1.7,-1.7,-5,78.11,3,100,"rain,snow",0,3.5,15.5,4.8,91,1037.9,88.1,18,327,1.2,3,10,"Snow, Rain, Partially cloudy",snow,"38353099999,UCFM,36911099999,38353199999,38229099999"
Bishkek,2023-01-01T13:00:00,-1,-4.7,-4,80.08,0,0,,0,3.2,13.7,10.8,100,1032,27.5,10,405,1.5,4,10,Partially cloudy,partly-cloudy-day,"UCFM,38353199999"
Bishkek,2023-01-01T14:00:00,0,-3.5,-4,74.46,0,0,,0,2.8,11.5,10.8,80,1032,42,10,414,1.5,4,10,Partially cloudy,partly-cloudy-day,"UCFM,38353199999"
Bishkek,2023-01-01T15:00:00,3.1,1.9,-3.2,63.19,0,0,,0,2.5,9.7,5.2,53,1034.9,72.5,18.6,361,1.3,4,10,Partially cloudy,partly-cloudy-day,"38353099999,UCFM,36911099999,38353199999,38229099999"
Bishkek,2023-01-01T16:00:00,0,-2.5,-3,80.23,0,0,,0,2.4,7.6,7.2,70,1032,0,8,249,0.9,2,10,Clear,clear-day,"UCFM,38353199999"
Bishkek,2023-01-01T17:00:00,0,-2.5,-3,80.23,0,0,,0,2.4,4,7.2,110,1032,0,9,118,0.4,1,10,Clear,clear-day,"UCFM,38353199999"
Bishkek,2023-01-01T18:00:00,1.8,1.8,-3,70.93,0,0,,0,2.4,3.6,4.1,98,1035.5,72.6,18.5,12,0,0,10,Partially cloudy,partly-cloudy-night,"38353099999,UCFM,36911099999,38353199999,38229099999"
Bishkek,2023-01-01T19:00:00,-3,-7.1,-4,92.81,0,0,,0,2.4,5.4,10.8,140,1032,0,4,0,,0,10,Clear,clear-night,"UCFM,38353199999"
Bishkek,2023-01-01T20:00:00,-4,-8.3,-6,85.97,0,0,,0,2.4,6.5,10.8,110,1032,0,5,0,,0,10,Clear,clear-night,"UCFM,38353199999"
Bishkek,2023-01-01T21:00:00,-0.7,-0.7,-7.8,58.6,0,0,,0,2.4,7.6,4.7,170,1035.9,54.7,3.9,0,,0,10,Partially cloudy,partly-cloudy-night,"38353099999,UCFM,36911099999,38353199999,38229099999"
Bishkek,2023-01-01T22:00:00,-3,-8,-5,86.08,0,0,,0,2.4,7.6,14.4,110,1030,0,3,0,,0,10,Clear,clear-night,"UCFM,38353199999"
Bishkek,2023-01-01T23:00:00,-4,-9.2,-6,85.97,0,0,,0,2.4,6.8,14.4,110,1030,0,4,0,,0,10,Clear,clear-night,"UCFM,38353199999"
Bishkek,2023-01-02T00:00:00,-2.3,-4.3,-9.8,56.25,0,0,,0,2.4,7.6,5.3,149,1034,28.1,3.9,0,,0,10,Partially cloudy,partly-cloudy-night,"38353099999,UCFM,36911099999,38353199999,38229099999"
Bishkek,2023-01-02T01:00:00,-4,-9.2,-9,68.19,0,0,,0,2.4,7.9,14.4,110,1028,0,5,0,,0,10,Clear,clear-night,"UCFM,38353199999"
Bishkek,2023-01-02T02:00:00,-7,-12.9,-10,79.17,0,0,,0,2.4,8.6,14.4,90,1028,0,6,0,,0,10,Clear,clear-night,"UCFM,38353199999"
Bishkek,2023-01-02T03:00:00,-2.6,-2.6,-9.6,58.65,0,0,,0,2.4,9,2.5,107,1032.3,54.5,6.6,0,,0,10,Partially cloudy,partly-cloudy-night,"38353099999,UCFM,36911099999,38353199999,38229099999"
Bishkek,2023-01-02T04:00:00,-4,-9.2,-10,63.04,0,0,,0,2.4,7.9,14.4,110,1027,100,10,0,,0,10,Overcast,cloudy,"UCFM,38353199999"
Bishkek,2023-01-02T05:00:00,-6,-11.7,-10,73.33,0,0,,0,2.4,6.1,14.4,100,1026,100,10,0,,0,10,Overcast,cloudy,"UCFM,38353199999"
Bishkek,2023-01-02T06:00:00,-4.5,-4.5,-9.6,67.54,0,0,,0,3.2,4,1.1,104,1031.9,79.4,9.4,0,,0,10,Partially cloudy,partly-cloudy-night,"38353099999,UCFM,36911099999,38353199999,38229099999"
Bishkek,2023-01-02T07:00:00,-7,-7,-10,79.17,0,0,,0,3.2,4.7,3.6,70,1026,100,10,0,,0,10,Overcast,cloudy,"UCFM,38353199999"
Bishkek,2023-01-02T08:00:00,-8,-11.8,-10,85.52,0,0,,0,3.2,4.7,7.2,190,1026,0,5,0,,0,10,Clear,clear-night,"UCFM,38353199999"
Bishkek,2023-01-02T09:00:00,-3.5,-3.5,-8.2,69.93,0,0,,0,4.01,6.5,4.5,225,1032,91.2,18.2,4,0,0,10,Overcast,cloudy,"38353099999,UCFM,36911099999,38353199999,38229099999"
Bishkek,2023-01-02T10:00:00,-4,-9.2,-9,68.19,0,0,,0,3.2,10.8,14.4,230,1027,0,9,63,0.2,1,10,Clear,clear-day,"UCFM,38353199999"
Bishkek,2023-01-02T11:00:00,-3,-3,-7,73.9,0,0,,0,3.1,10.4,3.6,106.9,1028,100,10,149,0.5,1,10,Overcast,cloudy,"UCFM,38353199999"
Bishkek,2023-01-02T12:00:00,3.2,3.2,-6.6,48.52,0,0,,0,3,8.3,3.8,218,1030.7,91.5,19,238,0.9,2,10,Overcast,cloudy,"38353099999,UCFM,36911099999,38353199999,38229099999"
Bishkek,2023-01-02T13:00:00,-1,-4.7,-6,68.85,0,0,,0,2.7,7.2,10.8,70,1027,0,7,299,1.1,3,10,Clear,clear-day,"UCFM,38353199999"
