Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Bishkek,PM2.5 - Principal,2023-01-04 07:00 AM,2023,01,04,07,23.9,76,Moderate,17.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-04 08:00 AM,2023,01,04,08,22.4,73,Moderate,21.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-04 09:00 AM,2023,01,04,09,20.2,68,Moderate,18.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-04 10:00 AM,2023,01,04,10,27.1,83,Moderate,34.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-04 11:00 AM,2023,01,04,11,27.0,82,Moderate,27.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-04 12:00 PM,2023,01,04,12,28.0,84,Moderate,29.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-04 01:00 PM,2023,01,04,13,27.0,82,Moderate,26.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-04 02:00 PM,2023,01,04,14,27.9,84,Moderate,29.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-04 03:00 PM,2023,01,04,15,27.4,83,Moderate,27.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-04 04:00 PM,2023,01,04,16,25.2,79,Moderate,23.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-04 05:00 PM,2023,01,04,17,21.1,70,Moderate,17.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-04 06:00 PM,2023,01,04,18,22.5,73,Moderate,24.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-04 07:00 PM,2023,01,04,19,24.2,76,Moderate,26.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-04 08:00 PM,2023,01,04,20,23.1,74,Moderate,22.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-04 09:00 PM,2023,01,04,21,20.5,69,Moderate,18.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-04 10:00 PM,2023,01,04,22,19.7,67,Moderate,18.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-04 11:00 PM,2023,01,04,23,19.4,66,Moderate,19.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-05 12:00 AM,2023,01,05,00,20.5,69,Moderate,22.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-05 01:00 AM,2023,01,05,01,18.4,64,Moderate,16.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-05 02:00 AM,2023,01,05,02,16.9,61,Moderate,15.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-05 03:00 AM,2023,01,05,03,14.3,56,Moderate,12.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-05 04:00 AM,2023,01,05,04,15.1,57,Moderate,16.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-05 05:00 AM,2023,01,05,05,14.5,56,Moderate,14.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-05 06:00 AM,2023,01,05,06,14.7,56,Moderate,15.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-05 07:00 AM,2023,01,05,07,14.4,56,Moderate,14.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-05 08:00 AM,2023,01,05,08,12.6,52,Moderate,11.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-05 09:00 AM,2023,01,05,09,14.8,57,Moderate,17.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-05 10:00 AM,2023,01,05,10,18.9,65,Moderate,23.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-05 11:00 AM,2023,01,05,11,19.4,66,Moderate,20.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-05 12:00 PM,2023,01,05,12,19.2,66,Moderate,19.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-05 01:00 PM,2023,01,05,13,17.1,62,Moderate,15.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-05 02:00 PM,2023,01,05,14,17.5,62,Moderate,18.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-05 03:00 PM,2023,01,05,15,20.7,69,Moderate,24.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-05 04:00 PM,2023,01,05,16,27.8,84,Moderate,35.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-05 05:00 PM,2023,01,05,17,24.9,78,Moderate,22.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-05 06:00 PM,2023,01,05,18,33.4,96,Moderate,42.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-05 07:00 PM,2023,01,05,19,40.2,113,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-05 08:00 PM,2023,01,05,20,36.6,104,Unhealthy for Sensitive Groups,33.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-05 09:00 PM,2023,01,05,21,36.8,104,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-05 10:00 PM,2023,01,05,22,36.4,103,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-05 11:00 PM,2023,01,05,23,40.2,113,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-06 12:00 AM,2023,01,06,00,43.6,121,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-06 01:00 AM,2023,01,06,01,31.3,91,Moderate,19.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-06 02:00 AM,2023,01,06,02,25.6,79,Moderate,20.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-06 03:00 AM,2023,01,06,03,22.8,74,Moderate,20.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-06 04:00 AM,2023,01,06,04,19.9,67,Moderate,17.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-06 05:00 AM,2023,01,06,05,14.9,57,Moderate,10.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-06 06:00 AM,2023,01,06,06,14.4,56,Moderate,14.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-06 07:00 AM,2023,01,06,07,13.2,53,Moderate,12.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-06 08:00 AM,2023,01,06,08,14.1,55,Moderate,15.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-06 09:00 AM,2023,01,06,09,13.0,53,Moderate,12.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-06 10:00 AM,2023,01,06,10,17.5,62,Moderate,22.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-06 11:00 AM,2023,01,06,11,25.2,79,Moderate,33.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-06 12:00 PM,2023,01,06,12,24.6,77,Moderate,24.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-06 01:00 PM,2023,01,06,13,33.8,97,Moderate,43.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-06 02:00 PM,2023,01,06,14,34.9,99,Moderate,36.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-06 03:00 PM,2023,01,06,15,34.4,98,Moderate,34.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-06 04:00 PM,2023,01,06,16,30.7,90,Moderate,27.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-06 05:00 PM,2023,01,06,17,30.3,89,Moderate,30.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-06 06:00 PM,2023,01,06,18,35.1,99,Moderate,40.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-06 07:00 PM,2023,01,06,19,44.0,122,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-06 08:00 PM,2023,01,06,20,53.0,144,Unhealthy for Sensitive Groups,62.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-06 09:00 PM,2023,01,06,21,54.0,147,Unhealthy for Sensitive Groups,55.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-06 10:00 PM,2023,01,06,22,50.5,138,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-06 11:00 PM,2023,01,06,23,44.2,122,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-07 12:00 AM,2023,01,07,00,42.6,118,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-07 01:00 AM,2023,01,07,01,53.3,145,Unhealthy for Sensitive Groups,64.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-07 02:00 AM,2023,01,07,02,53.6,146,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-07 03:00 AM,2023,01,07,03,46.8,129,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-07 04:00 AM,2023,01,07,04,36.9,104,Unhealthy for Sensitive Groups,27.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-07 05:00 AM,2023,01,07,05,35.9,102,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-07 06:00 AM,2023,01,07,06,51.9,141,Unhealthy for Sensitive Groups,68.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-07 07:00 AM,2023,01,07,07,55.4,150,Unhealthy for Sensitive Groups,59.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-07 08:00 AM,2023,01,07,08,43.7,121,Unhealthy for Sensitive Groups,32.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-07 09:00 AM,2023,01,07,09,34.3,98,Moderate,25.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-07 10:00 AM,2023,01,07,10,31.6,92,Moderate,29.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-07 11:00 AM,2023,01,07,11,30.3,89,Moderate,29.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-07 12:00 PM,2023,01,07,12,27.1,83,Moderate,24.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-07 01:00 PM,2023,01,07,13,25.5,79,Moderate,24.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-07 02:00 PM,2023,01,07,14,23.7,75,Moderate,22.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-07 03:00 PM,2023,01,07,15,21.3,70,Moderate,19.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-07 04:00 PM,2023,01,07,16,22.6,73,Moderate,24.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-07 05:00 PM,2023,01,07,17,23.3,75,Moderate,24.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-07 06:00 PM,2023,01,07,18,26.6,81,Moderate,30.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-07 07:00 PM,2023,01,07,19,30.3,89,Moderate,35.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-07 08:00 PM,2023,01,07,20,30.6,90,Moderate,31.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-07 09:00 PM,2023,01,07,21,33.8,97,Moderate,37.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-07 10:00 PM,2023,01,07,22,37.9,107,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-07 11:00 PM,2023,01,07,23,37.4,106,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-08 12:00 AM,2023,01,08,00,39.7,111,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-08 01:00 AM,2023,01,08,01,34.3,98,Moderate,29.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-08 02:00 AM,2023,01,08,02,26.6,81,Moderate,19.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-08 03:00 AM,2023,01,08,03,29.8,88,Moderate,33.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-08 04:00 AM,2023,01,08,04,33.9,97,Moderate,38.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-08 05:00 AM,2023,01,08,05,32.9,95,Moderate,32.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-08 06:00 AM,2023,01,08,06,27.9,84,Moderate,23.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-08 07:00 AM,2023,01,08,07,27.4,83,Moderate,27.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-08 08:00 AM,2023,01,08,08,25.7,80,Moderate,24.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-08 09:00 AM,2023,01,08,09,21.3,70,Moderate,17.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-08 10:00 AM,2023,01,08,10,23.1,74,Moderate,25.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-08 11:00 AM,2023,01,08,11,26.5,81,Moderate,30.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-08 12:00 PM,2023,01,08,12,23.2,74,Moderate,20.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-08 01:00 PM,2023,01,08,13,17.6,63,Moderate,12.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-08 02:00 PM,2023,01,08,14,20.8,69,Moderate,24.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-08 03:00 PM,2023,01,08,15,19.9,67,Moderate,19.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-08 04:00 PM,2023,01,08,16,19.9,67,Moderate,20.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-08 05:00 PM,2023,01,08,17,24.9,78,Moderate,30.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-08 06:00 PM,2023,01,08,18,34.4,98,Moderate,44.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-08 07:00 PM,2023,01,08,19,52.7,143,Unhealthy for Sensitive Groups,71.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2023-01-08 08:00 PM,2023,01,08,20,62.8,155,Unhealthy,73.0,UG/M3,1 Hr,Valid
